Type Name,Base Type,Value Name,Value,Comment
,,weighted_inchworm_to_side_plank,21,
,,kneeling_plank,22,
,,weighted_kneeling_plank,23,
,,kneeling_side_plank_with_leg_lift,24,
,,weighted_kneeling_side_plank_with_leg_lift,25,
,,lateral_roll,26,
,,weighted_lateral_roll,27,
,,lying_reverse_plank,28,
,,weighted_lying_reverse_plank,29,
,,medicine_ball_mountain_climber,30,
,,weighted_medicine_ball_mountain_climber,31,
,,modified_mountain_climber_and_extension,32,
,,weighted_modified_mountain_climber_and_extension,33,
,,mountain_climber,34,
,,weighted_mountain_climber,35,
,,mountain_climber_on_sliding_discs,36,
,,weighted_mountain_climber_on_sliding_discs,37,
,,mountain_climber_with_feet_on_bosu_ball,38,
,,weighted_mountain_climber_with_feet_on_bosu_ball,39,
,,mountain_climber_with_hands_on_bench,40,
,,mountain_climber_with_hands_on_swiss_ball,41,
,,weighted_mountain_climber_with_hands_on_swiss_ball,42,
,,plank,43,
,,plank_jacks_with_feet_on_sliding_discs,44,
,,weighted_plank_jacks_with_feet_on_sliding_discs,45,
,,plank_knee_twist,46,
,,weighted_plank_knee_twist,47,
,,plank_pike_jumps,48,
,,weighted_plank_pike_jumps,49,
,,plank_pikes,50,
,,weighted_plank_pikes,51,
,,plank_to_stand_up,52,
,,weighted_plank_to_stand_up,53,
,,plank_with_arm_raise,54,
,,weighted_plank_with_arm_raise,55,
,,plank_with_knee_to_elbow,56,
,,weighted_plank_with_knee_to_elbow,57,
,,plank_with_oblique_crunch,58,
,,weighted_plank_with_oblique_crunch,59,
,,plyometric_side_plank,60,
,,weighted_plyometric_side_plank,61,
,,rolling_side_plank,62,
,,weighted_rolling_side_plank,63,
,,side_kick_plank,64,
,,weighted_side_kick_plank,65,
,,side_plank,66,
,,weighted_side_plank,67,
,,side_plank_and_row,68,
,,weighted_side_plank_and_row,69,
,,side_plank_lift,70,
,,weighted_side_plank_lift,71,
,,side_plank_with_elbow_on_bosu_ball,72,
,,weighted_side_plank_with_elbow_on_bosu_ball,73,
,,side_plank_with_feet_on_bench,74,
,,weighted_side_plank_with_feet_on_bench,75,
,,side_plank_with_knee_circle,76,
,,weighted_side_plank_with_knee_circle,77,
,,side_plank_with_knee_tuck,78,
,,weighted_side_plank_with_knee_tuck,79,
,,side_plank_with_leg_lift,80,
,,weighted_side_plank_with_leg_lift,81,
,,side_plank_with_reach_under,82,
,,weighted_side_plank_with_reach_under,83,
,,single_leg_elevated_feet_plank,84,
,,weighted_single_leg_elevated_feet_plank,85,
,,single_leg_flex_and_extend,86,
,,weighted_single_leg_flex_and_extend,87,
,,single_leg_side_plank,88,
,,weighted_single_leg_side_plank,89,
,,spiderman_plank,90,
,,weighted_spiderman_plank,91,
,,straight_arm_plank,92,
,,weighted_straight_arm_plank,93,
,,straight_arm_plank_with_shoulder_touch,94,
,,weighted_straight_arm_plank_with_shoulder_touch,95,
,,swiss_ball_plank,96,
,,weighted_swiss_ball_plank,97,
,,swiss_ball_plank_leg_lift,98,
,,weighted_swiss_ball_plank_leg_lift,99,
,,swiss_ball_plank_leg_lift_and_hold,100,
,,swiss_ball_plank_with_feet_on_bench,101,
,,weighted_swiss_ball_plank_with_feet_on_bench,102,
,,swiss_ball_prone_jackknife,103,
,,weighted_swiss_ball_prone_jackknife,104,
,,swiss_ball_side_plank,105,
,,weighted_swiss_ball_side_plank,106,
,,three_way_plank,107,
,,weighted_three_way_plank,108,
,,towel_plank_and_knee_in,109,
,,weighted_towel_plank_and_knee_in,110,
,,t_stabilization,111,
,,weighted_t_stabilization,112,
,,turkish_get_up_to_side_plank,113,
,,weighted_turkish_get_up_to_side_plank,114,
,,two_point_plank,115,
,,weighted_two_point_plank,116,
,,weighted_plank,117,
,,wide_stance_plank_with_diagonal_arm_lift,118,
,,weighted_wide_stance_plank_with_diagonal_arm_lift,119,
,,wide_stance_plank_with_diagonal_leg_lift,120,
,,weighted_wide_stance_plank_with_diagonal_leg_lift,121,
,,wide_stance_plank_with_leg_lift,122,
,,weighted_wide_stance_plank_with_leg_lift,123,
,,wide_stance_plank_with_opposite_arm_and_leg_lift,124,
,,weighted_mountain_climber_with_hands_on_bench,125,
,,weighted_swiss_ball_plank_leg_lift_and_hold,126,
,,weighted_wide_stance_plank_with_opposite_arm_and_leg_lift,127,
,,plank_with_feet_on_swiss_ball,128,
,,side_plank_to_plank_with_reach_under,129,
,,bridge_with_glute_lower_lift,130,
,,bridge_one_leg_bridge,131,
,,plank_with_arm_variations,132,
,,plank_with_leg_lift,133,
,,reverse_plank_with_leg_pull,134,
plyo_exercise_name,uint16,,,
,,alternating_jump_lunge,0,
,,weighted_alternating_jump_lunge,1,
,,barbell_jump_squat,2,
,,body_weight_jump_squat,3,
,,weighted_jump_squat,4,
,,cross_knee_strike,5,
,,weighted_cross_knee_strike,6,
,,depth_jump,7,
,,weighted_depth_jump,8,
,,dumbbell_jump_squat,9,
,,dumbbell_split_jump,10,
,,front_knee_strike,11,
,,weighted_front_knee_strike,12,
,,high_box_jump,13,
,,weighted_high_box_jump,14,
,,isometric_explosive_body_weight_jump_squat,15,
,,weighted_isometric_explosive_jump_squat,16,
,,lateral_leap_and_hop,17,
,,weighted_lateral_leap_and_hop,18,
,,lateral_plyo_squats,19,
,,weighted_lateral_plyo_squats,20,
,,lateral_slide,21,
,,weighted_lateral_slide,22,
,,medicine_ball_overhead_throws,23,
,,medicine_ball_side_throw,24,
,,medicine_ball_slam,25,
,,side_to_side_medicine_ball_throws,26,
,,side_to_side_shuffle_jump,27,
,,weighted_side_to_side_shuffle_jump,28,
,,squat_jump_onto_box,29,
,,weighted_squat_jump_onto_box,30,
,,squat_jumps_in_and_out,31,
,,weighted_squat_jumps_in_and_out,32,
pull_up_exercise_name,uint16,,,
,,banded_pull_ups,0,
,,30_degree_lat_pulldown,1,
,,band_assisted_chin_up,2,
,,close_grip_chin_up,3,
,,weighted_close_grip_chin_up,4,
,,close_grip_lat_pulldown,5,
,,crossover_chin_up,6,
,,weighted_crossover_chin_up,7,
,,ez_bar_pullover,8,
,,hanging_hurdle,9,
,,weighted_hanging_hurdle,10,
,,kneeling_lat_pulldown,11,
,,kneeling_underhand_grip_lat_pulldown,12,
,,lat_pulldown,13,
,,mixed_grip_chin_up,14,
,,weighted_mixed_grip_chin_up,15,
,,mixed_grip_pull_up,16,
,,weighted_mixed_grip_pull_up,17,
,,reverse_grip_pulldown,18,
,,standing_cable_pullover,19,
,,straight_arm_pulldown,20,
,,swiss_ball_ez_bar_pullover,21,
,,towel_pull_up,22,
,,weighted_towel_pull_up,23,
,,weighted_pull_up,24,
,,wide_grip_lat_pulldown,25,
,,wide_grip_pull_up,26,
,,weighted_wide_grip_pull_up,27,
,,burpee_pull_up,28,
,,weighted_burpee_pull_up,29,
,,jumping_pull_ups,30,
,,weighted_jumping_pull_ups,31,
,,kipping_pull_up,32,
,,weighted_kipping_pull_up,33,
,,l_pull_up,34,
,,weighted_l_pull_up,35,
,,suspended_chin_up,36,
,,weighted_suspended_chin_up,37,
,,pull_up,38,
push_up_exercise_name,uint16,,,
,,chest_press_with_band,0,
,,alternating_staggered_push_up,1,
,,weighted_alternating_staggered_push_up,2,
,,alternating_hands_medicine_ball_push_up,3,
,,weighted_alternating_hands_medicine_ball_push_up,4,
,,bosu_ball_push_up,5,
,,weighted_bosu_ball_push_up,6,
,,clapping_push_up,7,
,,weighted_clapping_push_up,8,
,,close_grip_medicine_ball_push_up,9,
,,weighted_close_grip_medicine_ball_push_up,10,
,,close_hands_push_up,11,
,,weighted_close_hands_push_up,12,
,,decline_push_up,13,
,,weighted_decline_push_up,14,
,,diamond_push_up,15,
,,weighted_diamond_push_up,16,
,,explosive_crossover_push_up,17,
,,weighted_explosive_crossover_push_up,18,
,,explosive_push_up,19,
,,weighted_explosive_push_up,20,
,,feet_elevated_side_to_side_push_up,21,
,,weighted_feet_elevated_side_to_side_push_up,22,
,,hand_release_push_up,23,
,,weighted_hand_release_push_up,24,
,,handstand_push_up,25,
,,weighted_handstand_push_up,26,
,,incline_push_up,27,
,,weighted_incline_push_up,28,
,,isometric_explosive_push_up,29,
,,weighted_isometric_explosive_push_up,30,
,,judo_push_up,31,
,,weighted_judo_push_up,32,
,,kneeling_push_up,33,
,,weighted_kneeling_push_up,34,
,,medicine_ball_chest_pass,35,
,,medicine_ball_push_up,36,
,,weighted_medicine_ball_push_up,37,
,,one_arm_push_up,38,
,,weighted_one_arm_push_up,39,
,,weighted_push_up,40,
,,push_up_and_row,41,
,,weighted_push_up_and_row,42,
,,push_up_plus,43,
,,weighted_push_up_plus,44,
,,push_up_with_feet_on_swiss_ball,45,
,,weighted_push_up_with_feet_on_swiss_ball,46,
,,push_up_with_one_hand_on_medicine_ball,47,
,,weighted_push_up_with_one_hand_on_medicine_ball,48,
,,shoulder_push_up,49,
,,weighted_shoulder_push_up,50,
,,single_arm_medicine_ball_push_up,51,
,,weighted_single_arm_medicine_ball_push_up,52,
,,spiderman_push_up,53,
,,weighted_spiderman_push_up,54,
,,stacked_feet_push_up,55,
,,weighted_stacked_feet_push_up,56,
,,staggered_hands_push_up,57,
,,weighted_staggered_hands_push_up,58,
,,suspended_push_up,59,
,,weighted_suspended_push_up,60,
,,swiss_ball_push_up,61,
,,weighted_swiss_ball_push_up,62,
,,swiss_ball_push_up_plus,63,
,,weighted_swiss_ball_push_up_plus,64,
,,t_push_up,65,
,,weighted_t_push_up,66,
,,triple_stop_push_up,67,
,,weighted_triple_stop_push_up,68,
,,wide_hands_push_up,69,
,,weighted_wide_hands_push_up,70,
,,parallette_handstand_push_up,71,
,,weighted_parallette_handstand_push_up,72,
,,ring_handstand_push_up,73,
,,weighted_ring_handstand_push_up,74,
,,ring_push_up,75,
,,weighted_ring_push_up,76,
,,push_up,77,
,,pilates_pushup,78,
row_exercise_name,uint16,,,
,,barbell_straight_leg_deadlift_to_row,0,
,,cable_row_standing,1,
,,dumbbell_row,2,
,,elevated_feet_inverted_row,3,
,,weighted_elevated_feet_inverted_row,4,
,,face_pull,5,
,,face_pull_with_external_rotation,6,
,,inverted_row_with_feet_on_swiss_ball,7,
,,weighted_inverted_row_with_feet_on_swiss_ball,8,
,,kettlebell_row,9,
,,modified_inverted_row,10,
,,weighted_modified_inverted_row,11,
,,neutral_grip_alternating_dumbbell_row,12,
,,one_arm_bent_over_row,13,
,,one_legged_dumbbell_row,14,
,,renegade_row,15,
,,reverse_grip_barbell_row,16,
,,rope_handle_cable_row,17,
,,seated_cable_row,18,
,,seated_dumbbell_row,19,
,,single_arm_cable_row,20,
,,single_arm_cable_row_and_rotation,21,
,,single_arm_inverted_row,22,
,,weighted_single_arm_inverted_row,23,
,,single_arm_neutral_grip_dumbbell_row,24,
,,single_arm_neutral_grip_dumbbell_row_and_rotation,25,
,,suspended_inverted_row,26,
,,weighted_suspended_inverted_row,27,
,,t_bar_row,28,
,,towel_grip_inverted_row,29,
,,weighted_towel_grip_inverted_row,30,
,,underhand_grip_cable_row,31,
,,v_grip_cable_row,32,
,,wide_grip_seated_cable_row,33,
shoulder_press_exercise_name,uint16,,,
,,alternating_dumbbell_shoulder_press,0,
,,arnold_press,1,
,,barbell_front_squat_to_push_press,2,
,,barbell_push_press,3,
,,barbell_shoulder_press,4,
,,dead_curl_press,5,
,,dumbbell_alternating_shoulder_press_and_twist,6,
,,dumbbell_hammer_curl_to_lunge_to_press,7,
,,dumbbell_push_press,8,
,,floor_inverted_shoulder_press,9,
,,weighted_floor_inverted_shoulder_press,10,
,,inverted_shoulder_press,11,
,,weighted_inverted_shoulder_press,12,
,,one_arm_push_press,13,
,,overhead_barbell_press,14,
,,overhead_dumbbell_press,15,
,,seated_barbell_shoulder_press,16,
,,seated_dumbbell_shoulder_press,17,
,,single_arm_dumbbell_shoulder_press,18,
,,single_arm_step_up_and_press,19,
,,smith_machine_overhead_press,20,
,,split_stance_hammer_curl_to_press,21,
,,swiss_ball_dumbbell_shoulder_press,22,
,,weight_plate_front_raise,23,
shoulder_stability_exercise_name,uint16,,,
,,90_degree_cable_external_rotation,0,
,,band_external_rotation,1,
,,band_internal_rotation,2,
,,bent_arm_lateral_raise_and_external_rotation,3,
,,cable_external_rotation,4,
,,dumbbell_face_pull_with_external_rotation,5,
,,floor_i_raise,6,
,,weighted_floor_i_raise,7,
,,floor_t_raise,8,
,,weighted_floor_t_raise,9,
,,floor_y_raise,10,
,,weighted_floor_y_raise,11,
,,incline_i_raise,12,
,,weighted_incline_i_raise,13,
,,incline_l_raise,14,
,,weighted_incline_l_raise,15,
,,incline_t_raise,16,
,,weighted_incline_t_raise,17,
,,incline_w_raise,18,
,,weighted_incline_w_raise,19,
,,incline_y_raise,20,
,,weighted_incline_y_raise,21,
,,lying_external_rotation,22,
,,seated_dumbbell_external_rotation,23,
,,standing_l_raise,24,
,,swiss_ball_i_raise,25,
,,weighted_swiss_ball_i_raise,26,
,,swiss_ball_t_raise,27,
,,weighted_swiss_ball_t_raise,28,
,,swiss_ball_w_raise,29,
,,weighted_swiss_ball_w_raise,30,
,,swiss_ball_y_raise,31,
,,weighted_swiss_ball_y_raise,32,
shrug_exercise_name,uint16,,,
,,barbell_jump_shrug,0,
,,barbell_shrug,1,
,,barbell_upright_row,2,
,,behind_the_back_smith_machine_shrug,3,
,,dumbbell_jump_shrug,4,
,,dumbbell_shrug,5,
,,dumbbell_upright_row,6,
,,incline_dumbbell_shrug,7,
,,overhead_barbell_shrug,8,
,,overhead_dumbbell_shrug,9,
,,scaption_and_shrug,10,
,,scapular_retraction,11,
,,serratus_chair_shrug,12,
,,weighted_serratus_chair_shrug,13,
,,serratus_shrug,14,
,,weighted_serratus_shrug,15,
,,wide_grip_jump_shrug,16,
sit_up_exercise_name,uint16,,,
,,alternating_sit_up,0,
,,weighted_alternating_sit_up,1,
,,bent_knee_v_up,2,
,,weighted_bent_knee_v_up,3,
,,butterfly_sit_up,4,
,,weighted_butterfly_situp,5,
,,cross_punch_roll_up,6,
,,weighted_cross_punch_roll_up,7,
,,crossed_arms_sit_up,8,
,,weighted_crossed_arms_sit_up,9,
,,get_up_sit_up,10,
,,weighted_get_up_sit_up,11,
,,hovering_sit_up,12,
,,weighted_hovering_sit_up,13,
,,kettlebell_sit_up,14,
,,medicine_ball_alternating_v_up,15,
,,medicine_ball_sit_up,16,
,,medicine_ball_v_up,17,
,,modified_sit_up,18,
,,negative_sit_up,19,
,,one_arm_full_sit_up,20,
,,reclining_circle,21,
,,weighted_reclining_circle,22,
,,reverse_curl_up,23,
,,weighted_reverse_curl_up,24,
,,single_leg_swiss_ball_jackknife,25,
,,weighted_single_leg_swiss_ball_jackknife,26,
,,the_teaser,27,
,,the_teaser_weighted,28,
,,three_part_roll_down,29,
,,weighted_three_part_roll_down,30,
,,v_up,31,
,,weighted_v_up,32,
,,weighted_russian_twist_on_swiss_ball,33,
,,weighted_sit_up,34,
,,x_abs,35,
,,weighted_x_abs,36,
,,sit_up,37,
squat_exercise_name,uint16,,,
,,leg_press,0,
,,back_squat_with_body_bar,1,
,,back_squats,2,
,,weighted_back_squats,3,
,,balancing_squat,4,
,,weighted_balancing_squat,5,
,,barbell_back_squat,6,
,,barbell_box_squat,7,
,,barbell_front_squat,8,
,,barbell_hack_squat,9,
,,barbell_hang_squat_snatch,10,
,,barbell_lateral_step_up,11,
,,barbell_quarter_squat,12,
,,barbell_siff_squat,13,
,,barbell_squat_snatch,14,
,,barbell_squat_with_heels_raised,15,
,,barbell_stepover,16,
,,barbell_step_up,17,
,,bench_squat_with_rotational_chop,18,
,,weighted_bench_squat_with_rotational_chop,19,
,,body_weight_wall_squat,20,
,,weighted_wall_squat,21,
,,box_step_squat,22,
,,weighted_box_step_squat,23,
,,braced_squat,24,
,,crossed_arm_barbell_front_squat,25,
,,crossover_dumbbell_step_up,26,
,,dumbbell_front_squat,27,
,,dumbbell_split_squat,28,
,,dumbbell_squat,29,
,,dumbbell_squat_clean,30,
,,dumbbell_stepover,31,
,,dumbbell_step_up,32,
,,elevated_single_leg_squat,33,
,,weighted_elevated_single_leg_squat,34,
,,figure_four_squats,35,
,,weighted_figure_four_squats,36,
,,goblet_squat,37,
,,kettlebell_squat,38,
,,kettlebell_swing_overhead,39,
,,kettlebell_swing_with_flip_to_squat,40,
,,lateral_dumbbell_step_up,41,
,,one_legged_squat,42,
,,overhead_dumbbell_squat,43,
,,overhead_squat,44,
,,partial_single_leg_squat,45,
,,weighted_partial_single_leg_squat,46,
,,pistol_squat,47,
,,weighted_pistol_squat,48,
,,plie_slides,49,
,,weighted_plie_slides,50,
,,plie_squat,51,
,,weighted_plie_squat,52,
,,prisoner_squat,53,
,,weighted_prisoner_squat,54,
,,single_leg_bench_get_up,55,
,,weighted_single_leg_bench_get_up,56,
,,single_leg_bench_squat,57,
,,weighted_single_leg_bench_squat,58,
,,single_leg_squat_on_swiss_ball,59,
,,weighted_single_leg_squat_on_swiss_ball,60,
,,squat,61,
,,weighted_squat,62,
,,squats_with_band,63,
,,staggered_squat,64,
,,weighted_staggered_squat,65,
,,step_up,66,
,,weighted_step_up,67,
,,suitcase_squats,68,
,,sumo_squat,69,
,,sumo_squat_slide_in,70,
,,weighted_sumo_squat_slide_in,71,
,,sumo_squat_to_high_pull,72,
,,sumo_squat_to_stand,73,
,,weighted_sumo_squat_to_stand,74,
,,sumo_squat_with_rotation,75,
,,weighted_sumo_squat_with_rotation,76,
,,swiss_ball_body_weight_wall_squat,77,
,,weighted_swiss_ball_wall_squat,78,
,,thrusters,79,
,,uneven_squat,80,
,,weighted_uneven_squat,81,
,,waist_slimming_squat,82,
,,wall_ball,83,
,,wide_stance_barbell_squat,84,
,,wide_stance_goblet_squat,85,
,,zercher_squat,86,
,,kbs_overhead,87,Deprecated do not use
,,squat_and_side_kick,88,
,,squat_jumps_in_n_out,89,
,,pilates_plie_squats_parallel_turned_out_flat_and_heels,90,
,,releve_straight_leg_and_knee_bent_with_one_leg_variation,91,
total_body_exercise_name,uint16,,,
,,burpee,0,
,,weighted_burpee,1,
,,burpee_box_jump,2,
,,weighted_burpee_box_jump,3,
,,high_pull_burpee,4,
,,man_makers,5,
,,one_arm_burpee,6,
,,squat_thrusts,7,
,,weighted_squat_thrusts,8,
,,squat_plank_push_up,9,
,,weighted_squat_plank_push_up,10,
,,standing_t_rotation_balance,11,
,,weighted_standing_t_rotation_balance,12,
triceps_extension_exercise_name,uint16,,,
,,bench_dip,0,
,,weighted_bench_dip,1,
,,body_weight_dip,2,
,,cable_kickback,3,
,,cable_lying_triceps_extension,4,
,,cable_overhead_triceps_extension,5,
,,dumbbell_kickback,6,
,,dumbbell_lying_triceps_extension,7,
,,ez_bar_overhead_triceps_extension,8,
,,incline_dip,9,
,,weighted_incline_dip,10,
,,incline_ez_bar_lying_triceps_extension,11,
,,lying_dumbbell_pullover_to_extension,12,
,,lying_ez_bar_triceps_extension,13,
,,lying_triceps_extension_to_close_grip_bench_press,14,
,,overhead_dumbbell_triceps_extension,15,
,,reclining_triceps_press,16,
,,reverse_grip_pressdown,17,
,,reverse_grip_triceps_pressdown,18,
,,rope_pressdown,19,
,,seated_barbell_overhead_triceps_extension,20,
,,seated_dumbbell_overhead_triceps_extension,21,
,,seated_ez_bar_overhead_triceps_extension,22,
,,seated_single_arm_overhead_dumbbell_extension,23,
,,single_arm_dumbbell_overhead_triceps_extension,24,
,,single_dumbbell_seated_overhead_triceps_extension,25,
,,single_leg_bench_dip_and_kick,26,
,,weighted_single_leg_bench_dip_and_kick,27,
,,single_leg_dip,28,
,,weighted_single_leg_dip,29,
,,static_lying_triceps_extension,30,
,,suspended_dip,31,
,,weighted_suspended_dip,32,
,,swiss_ball_dumbbell_lying_triceps_extension,33,
,,swiss_ball_ez_bar_lying_triceps_extension,34,
,,swiss_ball_ez_bar_overhead_triceps_extension,35,
,,tabletop_dip,36,
,,weighted_tabletop_dip,37,
,,triceps_extension_on_floor,38,
,,triceps_pressdown,39,
,,weighted_dip,40,
warm_up_exercise_name,uint16,,,
,,quadruped_rocking,0,
,,neck_tilts,1,
,,ankle_circles,2,
,,ankle_dorsiflexion_with_band,3,
,,ankle_internal_rotation,4,
,,arm_circles,5,
,,bent_over_reach_to_sky,6,
,,cat_camel,7,
,,elbow_to_foot_lunge,8,
,,forward_and_backward_leg_swings,9,
,,groiners,10,
,,inverted_hamstring_stretch,11,
,,lateral_duck_under,12,
,,neck_rotations,13,
,,opposite_arm_and_leg_balance,14,
,,reach_roll_and_lift,15,
,,scorpion,16,Deprecated do not use
,,shoulder_circles,17,
,,side_to_side_leg_swings,18,
,,sleeper_stretch,19,
,,slide_out,20,
,,swiss_ball_hip_crossover,21,
,,swiss_ball_reach_roll_and_lift,22,
,,swiss_ball_windshield_wipers,23,
,,thoracic_rotation,24,
,,walking_high_kicks,25,
,,walking_high_knees,26,
,,walking_knee_hugs,27,
,,walking_leg_cradles,28,
,,walkout,29,
,,walkout_from_push_up_position,30,
run_exercise_name,uint16,,,
,,run,0,
,,walk,1,
,,jog,2,
,,sprint,3,
water_type,enum,,,
,,fresh,0,
,,salt,1,
,,en13319,2,
,,custom,3,
tissue_model_type,enum,,,
,,zhl_16c,0,"Buhlmann's decompression algorithm, version C"
dive_gas_status,enum,,,
,,disabled,0,
,,enabled,1,
,,backup_only,2,
dive_alarm_type,enum,,,
,,depth,0,Alarm when a certain depth is crossed
,,time,1,Alarm when a certain time has transpired
dive_backlight_mode,enum,,,
,,at_depth,0,
,,always_on,1,
favero_product,uint16,,,
,,assioma_uno,10,
,,assioma_duo,12,
split_type,enum,,,
,,ascent_split,1,
,,descent_split,2,
,,interval_active,3,
,,interval_rest,4,
,,interval_warmup,5,
,,interval_cooldown,6,
,,interval_recovery,7,
,,interval_other,8,
,,climb_active,9,
,,climb_rest,10,
,,surf_active,11,
,,run_active,12,
,,run_rest,13,
,,workout_round,14,
,,rwd_run,17,run/walk detection running
,,rwd_walk,18,run/walk detection walking
,,windsurf_active,21,
,,rwd_stand,22,run/walk detection standing
,,transition,23,Marks the time going from ascent_split to descent_split/used in backcountry ski
,,ski_lift_split,28,
,,ski_run_split,29,
climb_pro_event,enum,,,
,,approach,0,
,,start,1,
,,complete,2,
tap_sensitivity,enum,,,
,,high,0,
,,medium,1,
,,low,2,
radar_threat_level_type,enum,,,
,,threat_unknown,0,
,,threat_none,1,
,,threat_approaching,2,
,,threat_approaching_fast,3,
